product_id,type,sku,name,ean,description,price,special_price,special_from_date,special_to_date,url_key,image,color,weight,set,size
215245,simple,135628_13__,Alien Cap CF1516A Purple,,Alien Cap CF1516A,9999.0000,,,,alien-cap-cf1516a-purple,,113,1.0000,23,
215247,simple,135588_24__,New York Cap CF1670 White,,New York Cap CF1670,9999.0000,,,,new-york-cap-cf1670-white,,102,1.0000,23,
215248,simple,135587_22__,New York Cap CF1670 Black,,New York Cap CF1670,9999.0000,,,,new-york-cap-cf1670-black-3,,104,1.0000,23,
215249,simple,135586_22__,Texas Cap CF1660 Black,,Texas Cap CF1660,9999.0000,,,,texas-cap-cf1660-black,,104,1.0000,23,
215250,simple,135585_7__,Texas Cap CF1660 Grey,,Texas Cap CF1660,9999.0000,,,,texas-cap-cf1660-grey,,119,1.0000,23,
215251,simple,135584_2__,Texas Cap CF1660 Blue,,Texas Cap CF1660,9999.0000,,,,texas-cap-cf1660-blue,,19,1.0000,23,
215252,simple,135583_22__,Miami Cap CF1660 Black,,Miami Cap CF1660,9999.0000,,,,miami-cap-cf1660-black,,104,1.0000,23,
215253,simple,135581_19__,Miami Cap CF1660 Red,,Miami Cap CF1660,9999.0000,,,,miami-cap-cf1660-red,,107,1.0000,23,
215255,simple,135578_9__,Pittsburgh Cap CF1660 Yellow,,Pittsburgh Cap CF1660,9999.0000,,,,pittsburgh-cap-cf1660-yellow,,117,1.0000,23,
215257,simple,135575_22__,Boston Cap CF1660 Black,,Boston Cap CF1660,9999.0000,,,,boston-cap-cf1660-black,,104,1.0000,23,
215259,simple,135571_19__,Boston Cap CF1660 Red,,Boston Cap CF1660,9999.0000,,,,boston-cap-cf1660-red,,107,1.0000,23,
215260,simple,135570_8__,Boston Cap CF1660 Green,,Boston Cap CF1660,9999.0000,,,,boston-cap-cf1660-green,,118,1.0000,23,
215261,simple,135568_24__,Atlanta Cap CF1660 White,,Atlanta Cap CF1660,9999.0000,,,,atlanta-cap-cf1660-white,,102,1.0000,23,
215262,simple,135567_22__,Atlanta Cap CF1660 Black,,Atlanta Cap CF1660,9999.0000,,,,atlanta-cap-cf1660-black,,104,1.0000,23,
215263,simple,135566_19__,Atlanta Cap CF1660 Red,,Atlanta Cap CF1660,9999.0000,,,,atlanta-cap-cf1660-red,,107,1.0000,23,
215265,simple,135546_2__,Chicago Cap CF1660 Blue,,Chicago Cap CF1660,9999.0000,,,,chicago-cap-cf1660-blue,,19,1.0000,23,
215267,simple,135493_24__,Boston Cap CF1640 White,,Boston Cap CF1640,9999.0000,,,,boston-cap-cf1640-white,,102,1.0000,23,
215268,simple,135492_16__,Atlanta Cap CF1640 Navy,,Atlanta Cap CF1640,9999.0000,,,,atlanta-cap-cf1640-navy,,110,1.0000,23,
215269,simple,135491_19__,Atlanta Cap CF1640 Red,,Atlanta Cap CF1640,9999.0000,,,,atlanta-cap-cf1640-red,,107,1.0000,23,
215270,simple,135490_22__,Atlanta Cap CF1640 Black,,Atlanta Cap CF1640,9999.0000,,,,atlanta-cap-cf1640-black,,104,1.0000,23,
215271,simple,135489_22__,New York Cap CF1640 Black,,New York Cap CF1640,9999.0000,,,,new-york-cap-cf1640-black,,104,1.0000,23,
215273,simple,135487_22__,New York Cap CF1640 Black,,New York Cap CF1640,9999.0000,,,,new-york-cap-cf1640-black-3,,104,1.0000,23,
215275,simple,135485_2__,New York Cap CF1640 Blue,,New York Cap CF1640,9999.0000,,,,new-york-cap-cf1640-blue,,19,1.0000,23,
